43.57218,38.81182
20.69489,43.80605
47.38024,44.51854
-32.74112,-48.17093
43.73477,-29.0991
-0.1346474,-46.56124
-39.12677,45.72197
12.18282,45.28794
46.33752,-24.11311
-48.35899,47.11283
46.15284,48.6358
9.871483,45.75537
31.60161,44.21457
45.38818,-13.62678
45.66211,-27.48475
45.60559,41.21266
-45.99802,-29.61035
-10.93556,-44.97415
-6.568344,-46.41555
-19.43674,44.9247
-44.89311,-27.0667
47.56458,9.494675
34.07447,-47.66784
48.32828,-30.43059
-45.1902,-31.11686
21.97087,-48.13486
47.39118,12.98139
22.60589,-46.10773
-44.15158,5.28376
45.61002,21.5893
-46.88634,20.23779
-48.52605,-45.80114
-42.56276,-44.80323
-48.01573,-21.54337
-45.90282,-24.13244
-47.93006,21.37746
44.83939,-24.01177
16.81362,-44.39685
-47.29202,1.04108
43.80556,-21.4197
11.26851,44.31271
44.38709,10.08638
-48.81716,25.63862
46.721,0.81707
-45.21726,-5.463531
-37.23291,-45.69831
7.163605,46.05173
34.37879,-44.17284
-44.95842,8.66748
43.67624,40.80766
43.75159,14.39054
47.47397,-28.96145
-44.79556,32.19225
-2.93922,-47.16443
24.99694,45.35373
45.00769,43.42415
46.50821,28.81347
-48.3453,45.74373
19.71309,48.004
-43.95647,6.272602
-47.76356,24.71298
37.54887,46.80074
45.68798,44.36733
-4.209671,-48.48341
38.16507,43.74527
-42.85545,-46.4282
-31.68163,45.78364
48.79335,1.995567
12.91264,48.4303
33.10748,-43.62894
0.858017,-43.66634
45.50024,-6.940796
-12.22747,43.93981
46.36735,41.50118
32.7803,-45.08592
29.7515,-47.97271
-13.97964,47.79097
47.78304,-46.45252
-11.68095,-43.77048
-4.01886,-43.99379
45.02657,47.28995
38.56236,46.88853
48.82254,-10.36982
36.63315,-44.45728
44.41555,-8.875313
46.55088,11.0527
44.39458,-28.13986
0.1653252,46.84109
46.39944,-42.89187
46.96276,-33.19208
-44.923,21.31156
-2.933098,45.90592
44.17851,-47.33282
-45.59419,-20.53429
45.52219,-25.26836
8.377968,-48.10145
-45.93166,34.69396
48.12383,41.91302
48.12951,28.91734
-48.35865,23.77921
25.88983,-43.92356
-44.33204,-0.03078842
46.27806,47.84928
46.44152,34.48067
43.64358,42.98126
48.21684,8.406693
-5.965786,45.13582
-13.86606,-46.09013
39.58118,-45.82269
45.06099,34.89081
45.10772,34.55246
-48.40609,-14.41781
-35.75798,44.9013
30.02916,-46.25026
-32.24696,46.3718
-44.58842,16.76698
47.28362,19.90041
44.82051,-27.51137
44.82175,-40.3804
-43.76574,-29.20761
11.53789,48.32697
45.16969,-13.82009
-35.26579,-48.93811
44.91007,-42.20438
48.94807,14.60314
-45.05057,18.77444
46.1966,-26.62979
0.1428261,47.24855
8.410969,-48.08742
-12.05284,-44.05182
7.393433,43.68409
-47.69566,-8.351364
46.34816,31.69519
46.72996,-46.4393
-15.84737,-44.75763
44.39965,2.799648
-38.70316,47.39606
35.68799,44.35045
46.51085,27.78641
-27.45615,44.85545
48.29295,-13.69682
47.62181,30.22314
-45.1177,14.70387
44.7934,-33.89114
-27.07909,-47.64835
9.464909,-45.4454
45.67102,4.947422
8.109653,-45.54417
48.29014,21.00168
9.346775,-47.02951
-3.834568,-46.78951
46.44668,35.29913
-45.04443,15.78301
-48.2262,-30.00341
-46.69226,-13.878
-24.17484,-44.97884
-48.69394,47.02216
43.79854,-43.97402
-14.69365,44.85683
-48.90962,-45.56158
-13.31157,-45.60328
-48.53247,18.11127
21.19581,-46.08637
-18.26134,44.45494
-36.92382,-45.10298
14.03433,-45.56293
47.62774,7.109177
-46.60619,-42.0361
-45.14621,-48.76739
12.07619,-45.20741
46.44867,17.78588
47.22077,7.934334
12.03715,45.6865
48.65846,46.13825
29.76272,-46.60466
17.80015,-44.87712
-13.4616,46.68626
-47.57156,8.06575
-48.45715,10.94118
45.3503,40.28368
32.51988,46.35118
-44.06852,-34.52254
45.04597,32.89402
-1.121784,-47.37005
-46.09614,-21.9085
44.2878,-10.02652
-31.4054,-43.95045
-24.9605,45.17286
-45.58712,48.93204
29.93068,-45.43222
34.88867,48.65393
43.97326,48.87991
-45.71185,-45.90245
48.15135,-28.65278
28.98758,-45.81371
-32.11453,-44.6553
42.74876,-46.21602
-48.14714,-18.50867
48.63849,-23.32518
-32.42275,-45.42623
44.33489,-48.63673
-43.79988,7.125332
-48.04732,43.57547
48.75834,47.43138
-46.66978,23.72124
-6.852219,44.31231
45.60596,4.554504
-21.86496,-47.10167
3.550613,46.20605
-48.02206,12.90124
45.7063,-9.219563
32.8504,-43.95076
-18.55325,46.11162
-33.44263,-45.62492
-45.64435,-0.5861282
6.054398,45.19908
-47.52716,30.74245
-46.41078,11.61779
48.72611,23.9817
47.61893,-48.37815
-47.04058,-39.1245
45.20601,-16.69504
-43.62701,-42.04688
-39.26073,-47.49866
-46.02613,7.168743
-9.805393,47.32705
-45.34706,-33.2095
-41.63295,-48.21919
39.2608,-48.32985
-48.67731,44.45741
-48.21977,20.12387
40.91672,-44.34898
-48.847,-48.56964
-43.72001,-43.74165
12.83623,44.47143
43.8743,-45.42549
-19.99921,47.81034
-4.53587,45.72289
43.6364,37.9933
-45.40389,-35.69168
27.26725,-45.77747
43.73386,1.948776
-43.94388,-32.27335
7.034222,47.71665
-48.9287,-42.53983
-22.78842,48.34142
-44.1892,22.57555
-9.148254,-44.1924
48.60824,15.10643
47.35136,-6.017994
-45.33359,47.3451
-6.116234,-47.65116
46.72665,18.89391
47.58788,-48.58659
-22.10011,43.78297
45.32683,14.73524
47.22967,43.50194
-47.21906,-35.86637
-47.88364,16.68719
45.64703,-47.05388
44.47031,23.80725
-47.534,-14.65675
-43.76447,23.04572
45.51008,39.71178
-47.2733,22.28578
-44.19478,37.13976
47.87542,-41.41076
-47.63304,37.85297
-45.57178,-34.88728
44.17396,-18.01727
-47.60371,-46.23171
-48.83163,34.24755
46.74875,-46.4901
-44.35085,-43.86207
-47.81541,-19.78158
43.12257,43.7635
-30.39529,44.11422
35.33792,43.86934
45.12823,-40.03047
48.92144,-2.549725
-19.66771,-48.69978
-48.4617,34.23428
-47.61365,-5.92561
-44.12902,46.81704
45.93856,38.36436
0.3085861,-47.81583
16.2889,-46.93654
-47.07527,-11.65203
45.25676,-43.27734
46.52066,10.49214
-8.193184,43.80986
44.17676,45.32316
47.48286,38.07752
-46.37185,-35.86431
45.05687,-23.85639
-44.65984,22.45576
46.75303,-25.07884
45.68419,-7.166885
17.72219,48.37417
44.35968,-37.06997
48.46764,-47.39308
-45.57088,46.25187
45.14831,40.62061
-13.44791,-46.68929
-48.09345,-23.92428
-3.747089,46.26879
31.28564,48.8829
-14.8145,-46.68922
-44.22956,-22.78271
45.27227,-13.44562
46.35354,-20.63879
31.01437,-46.16641
-42.87718,-45.11047
-48.19928,-45.45126
47.10633,40.74593
-48.11926,-33.60447
48.2632,44.78895
-44.88689,35.1541
26.01315,-43.92242
44.32486,-28.93856
-47.68807,46.55185
3.581139,-47.16869
48.75055,9.204304
-8.146385,-45.57727
-27.71429,-47.97161
45.94492,17.46368
-43.5643,33.95561
-43.72265,-32.65983
47.27718,46.43582
35.69396,-47.94199
37.90112,-46.45508
-30.38242,44.87621
46.75095,42.79152
43.93822,32.31282
-8.638535,-46.65697
18.89093,47.79105
28.13713,-46.46901
45.27787,-43.94563
-32.53614,47.98454
47.89742,4.817616
46.97579,-21.53713
-40.74231,-44.70393
46.01408,-44.64923
-45.88328,10.88097
-39.14397,-46.43708
-46.06483,-14.11617
-45.4873,23.6962
-8.179306,-46.48328
-45.92666,16.33286
-45.70387,-29.65353
-45.02251,40.18934
39.5265,47.58565
26.9519,44.99541
-47.09409,-39.00492
25.17904,-47.06224
-34.62698,43.76632
29.49551,-46.01421
-44.12663,32.984
42.19437,-47.29614
48.78783,-39.12877
47.31476,31.12379
-45.56109,38.15953
44.59079,39.92432
-45.13356,16.81135
-47.99229,-45.5725
-21.72958,48.29421
-36.68919,-47.28893
47.88546,25.3717
-45.50435,47.29069
-0.5517349,-46.24204
-46.73853,-25.62507
-45.54529,13.88544
5.185207,48.79392
-48.08542,-3.737404
44.81266,46.15224
-14.83446,45.99767
-47.03724,1.323051
-16.74159,-45.45973
4.749321,-45.96326
45.77444,39.81681
-44.0493,-0.7106895
-45.96169,-47.5898
45.91659,42.30146
-45.71233,-12.61258
45.4259,40.43207
35.6055,-47.36766
-44.78808,13.52906
-7.173256,47.84325
-44.50754,16.63985
